,TOTAL VALUE ,TAX,LOT SQFT ,YR BUILT,GROSS AREA ,LIVING AREA,FLOORS ,ROOMS,BEDROOMS ,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
4675,483.4,6081,6645,1968,2620,2329,1.0,9,3,2,0,1,1,Recent
4676,371.6,4674,5775,1940,2392,1298,2.0,6,3,1,0,1,1,None
4677,301.4,3791,3808,1925,2036,1248,2.0,6,3,1,0,1,0,None
4678,643.1,8090,12600,1880,5623,3040,2.0,10,6,1,1,1,0,None
4679,588.0,7397,6876,1931,4092,2527,2.5,7,3,2,1,1,1,Old
4680,571.3,7186,7981,1886,4580,2480,2.0,11,6,2,1,1,1,None
4681,351.6,4423,6296,1946,2426,1224,1.5,7,3,1,1,1,1,None
4682,434.3,5463,7089,1950,2929,1488,1.5,9,3,2,0,1,0,Recent
4683,554.3,6973,8434,1934,3536,2080,2.0,8,3,1,1,1,1,None
4684,375.9,4728,5830,1930,2623,1440,2.0,6,3,1,1,1,1,None
4685,452.0,5686,5500,1915,4504,2627,2.0,8,4,1,0,1,1,None
4686,637.5,8019,9775,1960,5687,3184,2.0,7,3,2,1,1,2,None
4687,408.4,5137,7218,1950,2421,1400,2.0,7,3,1,1,1,0,None
4688,428.0,5384,4675,1929,2767,1778,2.0,7,3,1,0,1,1,None
4689,403.2,5072,6079,1940,2652,1664,2.0,7,3,1,1,1,1,Recent
4690,425.3,5350,6912,1955,2595,1606,2.0,7,3,2,1,1,1,None
4691,519.8,6539,6145,1948,3008,1774,1.5,8,3,1,1,1,1,Recent
4692,669.9,8427,8207,2011,4322,2843,2.0,8,4,2,2,1,1,None
4693,389.1,4894,6483,1938,2642,1562,2.0,7,3,1,1,1,1,None
4694,406.8,5117,5795,1961,2928,1844,2.0,7,4,1,1,1,2,None
4695,453.4,5703,7571,1925,2820,1950,2.0,7,3,2,0,1,1,Recent
4696,370.1,4655,6100,1965,2430,1590,2.0,7,4,1,1,1,1,None
4697,475.7,5984,5800,1890,3736,2184,2.0,11,4,2,1,1,0,None
4698,362.4,4558,4317,1920,2264,1440,2.0,7,3,1,0,1,1,Old
4699,322.1,4052,4400,1910,2995,1365,1.0,5,2,1,0,1,0,None
4700,415.7,5229,5775,1940,3016,1650,2.0,8,3,1,1,1,1,None
4701,312.5,3931,5742,1950,2990,1558,1.5,6,4,1,1,1,0,None
4702,621.1,7813,11198,1925,5253,2921,2.0,10,4,2,1,1,2,Recent
4703,445.4,5603,5908,1930,3218,1889,2.0,8,4,1,1,1,1,Old
4704,448.1,5637,8290,1925,3116,1792,2.0,7,3,1,1,1,1,None
4705,371.1,4668,5500,1940,2056,1070,1.5,6,3,1,0,1,1,None
4706,386.2,4858,6116,1938,2496,1530,2.0,7,3,1,1,1,1,None
4707,494.4,6219,6954,1925,3911,2138,2.5,11,6,2,1,1,1,None
4708,412.4,5187,6968,1935,2778,1894,2.0,8,3,1,0,1,1,None
4709,475.5,5981,5065,1950,2840,1696,2.0,8,4,1,1,1,1,None
4710,602.2,7575,12600,1890,4564,2457,2.0,9,6,1,1,1,0,Old
4711,426.0,5359,7218,1950,2800,1456,1.0,6,3,1,1,1,1,Recent
4712,383.1,4819,6180,1941,2601,1500,2.0,6,3,1,1,1,1,None
4713,507.1,6379,6942,1920,4591,2913,2.0,7,4,1,1,1,1,Recent
4714,649.2,8166,12526,1927,4751,2365,2.0,8,4,2,1,1,1,None
4715,447.1,5624,7759,1955,4099,2145,1.5,8,4,2,1,1,0,Old
4716,466.4,5867,7970,1925,4209,2345,2.0,10,4,2,0,1,0,None
4717,307.2,3864,4400,1959,2520,1123,1.0,6,3,1,0,1,1,None
4718,371.9,4678,6145,1949,2328,1306,1.5,7,4,2,0,1,1,None
4719,532.1,6693,6424,1935,3566,2438,2.5,8,4,2,1,1,1,Recent
4720,546.5,6874,8250,1915,3834,2468,2.0,9,3,1,1,1,1,None
4721,385.7,4852,6152,1930,2368,1544,2.0,7,3,1,0,1,1,None
4722,477.3,6004,6694,1935,3822,2265,2.0,8,4,1,1,1,1,None
4723,461.2,5801,6171,1945,2984,1588,2.0,7,3,1,1,1,1,Recent
4724,408.2,5135,6300,1965,2408,1608,2.0,7,3,1,1,1,1,Recent
4725,331.0,4163,3702,1920,2583,1620,2.0,7,3,1,1,1,0,None
4726,392.8,4941,6390,1950,2638,1627,2.0,8,4,1,1,1,1,None
4727,331.9,4175,6381,1950,1828,1125,1.0,5,2,1,0,1,1,None
4728,541.7,6814,9885,1947,4726,2295,1.5,6,3,2,1,1,1,None
4729,395.7,4977,4673,1930,2265,1350,2.0,6,3,1,0,1,1,Recent
4730,390.6,4913,6978,1925,2621,1598,2.0,7,4,1,1,1,0,None
4731,420.2,5286,7036,1929,3267,1793,2.0,9,4,1,1,1,0,None
4732,404.7,5091,6250,1930,3299,1802,2.0,7,3,1,0,1,0,Recent
4733,366.2,4606,5403,1920,2103,1352,2.0,6,3,1,0,1,1,None
4734,424.9,5345,6448,1920,2430,1452,2.0,7,3,1,1,1,1,Recent
4735,311.3,3916,4500,1958,2496,1123,1.0,6,3,1,0,1,1,None
4736,332.6,4184,7681,1948,1108,1033,1.0,5,2,1,0,1,0,None
4737,408.8,5142,7218,1940,2946,1428,1.5,6,2,1,1,1,1,Recent
4738,382.7,4814,5198,1920,2538,1627,2.0,8,4,1,1,1,1,None
4739,666.4,8383,12137,1915,5600,3462,2.5,11,6,2,0,1,1,Recent
4740,426.4,5364,9236,1930,2916,1680,2.0,7,4,1,1,1,1,None
4741,314.1,3951,6000,1950,1527,672,1.0,5,2,1,0,1,1,None
4742,419.5,5277,6145,1930,2640,1592,2.0,7,4,1,1,1,2,None
4743,394.2,4959,6420,1935,2894,1816,2.0,7,3,1,1,1,1,None
4744,258.1,3246,6308,1946,2102,1011,1.0,5,2,1,0,1,1,None
4745,385.8,4853,4502,1946,2880,1568,2.0,7,3,1,1,1,1,None
4746,405.0,5094,6193,1938,3153,1650,2.0,7,3,1,0,1,1,None
4747,465.4,5854,6378,1938,2904,1600,2.0,9,3,1,1,1,1,Old
4748,409.3,5148,6145,1955,3354,1822,1.5,6,3,2,0,1,0,None
4749,373.6,4699,6074,1950,2166,1224,2.0,6,3,1,1,1,1,None
4750,457.4,5754,6250,1935,3590,1914,1.5,6,3,2,0,1,1,Recent
4751,437.1,5498,5835,1940,2916,1680,2.0,6,2,1,1,1,1,None
4752,557.7,7015,8040,1945,3248,1602,1.0,9,3,1,1,1,1,None
4753,393.0,4943,11189,1950,2396,910,1.0,5,2,1,1,1,1,None
4754,434.1,5460,8378,1920,2966,1869,2.0,8,4,1,1,1,1,Old
4755,437.1,5498,8388,1930,2783,1736,2.0,7,3,1,1,1,1,None
4756,455.4,5728,7286,1935,2651,1560,2.0,8,3,2,0,1,1,None
4757,377.0,4742,7486,1960,2555,1064,1.0,5,2,1,0,1,1,None
4758,512.4,6445,6992,1920,3540,1981,2.0,8,4,1,1,1,1,Recent
4759,410.8,5167,4600,1961,2508,1560,2.0,6,3,1,1,1,2,None
4760,363.0,4566,4292,1951,2626,1488,1.5,6,3,1,1,1,1,None
4761,464.0,5837,8250,1920,3412,2160,2.0,10,4,1,1,1,0,None
4762,735.4,9251,20467,1965,4800,3261,2.0,9,4,2,1,1,1,Old
4763,407.5,5126,6179,1925,3222,1920,2.0,8,4,1,0,1,1,None
4764,339.0,4264,4344,1930,2008,1248,2.0,6,3,1,1,1,1,None
4765,335.9,4225,4074,1933,1852,1186,2.0,6,3,1,1,1,0,None
4766,393.2,4946,5750,1916,2903,1780,2.0,8,4,1,1,1,0,None
4767,594.3,7476,10788,1930,3858,2491,2.0,8,3,3,0,1,1,None
4768,355.1,4467,6000,1940,2329,1344,2.0,6,3,1,0,1,1,None
4769,374.3,4708,6145,1942,2470,1224,1.5,5,2,1,1,1,1,None
4770,380.8,4790,6242,1920,2775,1420,1.5,7,4,1,1,1,1,None
4771,352.0,4428,2700,1929,2352,1476,2.0,6,4,1,1,1,1,None
4772,381.4,4798,5236,1945,3715,1862,2.0,6,2,1,1,1,1,None
4773,377.3,4746,6145,1950,3244,1142,1.0,6,3,2,0,1,0,None
4774,415.4,5225,4317,1909,3126,1789,2.0,8,4,1,1,1,0,None
4775,496.2,6242,5000,1928,2996,1848,2.0,7,3,1,1,1,1,None
4776,499.3,6281,6623,1950,3885,1998,1.5,8,3,2,1,1,2,None
4777,393.7,4952,6333,1938,2840,1632,2.0,6,3,1,1,1,1,None
4778,335.7,4223,4850,1932,2630,1218,1.0,6,2,1,0,1,1,Old
4779,376.0,4730,6987,1925,2458,1543,2.0,7,3,1,0,1,1,Recent
4780,379.9,4779,5254,1950,2852,1306,1.5,7,4,1,1,1,1,None
4781,454.1,5712,6597,1938,2868,1616,2.0,7,3,1,1,1,1,None
4782,328.5,4132,6898,1950,2198,912,1.0,6,1,1,0,1,1,None
4783,339.9,4275,7291,1950,2824,1142,1.0,6,3,1,0,1,1,None
4784,478.4,6018,5631,1940,3376,1740,1.5,7,3,2,1,1,1,Recent
4785,399.8,5029,5000,1915,2747,1723,2.0,6,3,1,0,1,0,Recent
4786,377.5,4748,5000,1920,4441,1992,1.0,7,3,1,0,1,1,None
4787,327.2,4116,4600,1961,1892,1176,2.0,6,3,1,1,1,1,None
4788,511.8,6438,7115,1957,3513,1955,1.0,7,3,3,0,1,1,Recent
4789,352.8,4438,5390,1934,2602,1680,2.0,6,3,1,0,1,0,None
4790,342.1,4303,6157,1950,2218,1064,1.0,5,3,1,1,1,1,Old
4791,439.3,5526,6290,1935,2421,1500,2.0,9,4,2,0,1,1,None
4792,380.4,4785,9194,1955,2920,1200,1.0,6,3,1,1,1,1,None
4793,344.6,4335,6748,1950,2496,1414,1.5,6,2,1,1,1,2,None
4794,382.6,4813,6145,1935,2268,1290,2.0,6,3,1,1,1,1,None
4795,424.7,5342,5000,1928,3512,1625,1.0,6,3,2,1,1,1,None
4796,407.0,5120,6287,1925,3370,1968,2.0,8,4,2,0,1,1,None
4797,386.2,4858,4182,1910,2891,1651,2.0,7,6,1,1,1,0,Recent
4798,527.9,6640,6317,1936,4536,2466,2.0,10,3,2,0,1,3,None
4799,654.7,8236,7096,2001,4348,2464,2.0,11,4,2,2,1,0,Recent
4800,440.9,5546,4085,1910,2352,1428,2.0,7,3,2,1,1,0,Old
4801,475.7,5984,6743,1930,3142,1716,2.0,7,3,1,1,1,1,None
4802,484.4,6093,8480,1930,2204,1438,2.0,7,3,1,0,1,1,Recent
4803,461.9,5810,7703,1935,2846,1608,2.0,7,3,1,0,1,1,None
4804,341.6,4297,6992,1930,2158,1232,2.0,7,3,2,0,1,1,None
4805,350.4,4408,4600,1962,2016,1288,2.0,7,3,1,1,1,1,None
4806,344.6,4335,7141,1950,2188,1064,1.0,5,2,1,0,1,0,None
4807,470.0,5912,6812,1995,3315,1904,2.0,7,3,2,1,1,1,None
4808,399.1,5020,5000,1930,2639,1576,2.0,6,3,1,1,1,0,None
4809,471.9,5936,5000,1914,4250,2232,2.0,9,6,1,0,1,1,None
4810,381.0,4792,8143,1959,2700,1340,1.0,6,3,1,1,1,1,None
4811,376.8,4740,4578,1972,2154,1378,2.0,6,3,1,1,1,2,None
4812,444.3,5589,4739,1886,4256,2349,2.0,9,5,1,1,1,1,None
4813,351.3,4419,7255,1950,2448,1075,1.0,6,3,1,0,1,1,None
4814,343.0,4314,5417,1938,2943,1247,1.0,6,2,1,0,1,1,None
4815,515.6,6486,5268,1900,4933,2711,2.0,9,4,1,1,1,1,None
4816,341.6,4297,5500,1920,2088,984,1.0,5,2,1,0,1,1,None
4817,403.8,5079,5000,1928,2719,1718,2.0,7,3,1,1,1,0,None
4818,365.7,4600,5000,1928,2362,1181,1.0,6,2,1,1,1,1,None
4819,447.4,5628,6050,1925,2716,1770,2.0,8,4,1,1,1,1,None
4820,396.2,4984,6145,1935,2429,1566,2.0,7,3,1,1,1,1,None
4821,503.7,6336,9947,1940,3233,1926,2.0,6,3,1,2,1,1,Recent
4822,406.3,5111,7007,1925,2740,1620,2.0,7,3,1,1,1,1,None
4823,488.7,6147,7352,1920,3445,1958,2.0,6,3,1,1,1,0,Recent
4824,312.6,3932,6688,1950,1684,744,1.0,6,2,1,0,1,1,None
4825,373.8,4702,5500,1923,2560,1596,2.0,7,3,1,0,1,1,None
4826,294.2,3701,5974,1960,2046,846,1.0,5,2,1,0,1,1,None
4827,390.3,4909,4350,1915,3010,1674,2.0,7,3,1,1,1,0,Old
4828,428.6,5391,6725,1927,3173,1685,2.0,7,4,1,0,1,1,None
4829,389.1,4894,4973,1946,2704,1506,1.5,7,2,2,1,1,2,None
4830,438.452,5515,6050,1918,4056,2480,2.5,10,5,1,1,1,0,None
4831,460.3,5790,9315,1955,3486,1539,1.0,9,4,3,0,1,1,None
4832,449.6,5655,6825,1893,3724,2000,2.5,7,4,1,1,1,1,None
4833,555.2,6984,5000,1930,3371,2505,2.0,8,4,3,0,1,0,Recent
4834,637.8,8023,9052,1930,4113,2731,2.0,7,3,2,1,1,2,None
4835,343.0,4314,4876,1958,2080,944,1.0,6,3,1,0,1,2,None
4836,603.1,7587,10307,1958,4651,2904,1.0,9,3,3,0,1,2,None
4837,353.7,4449,5248,1930,3300,1415,1.0,5,2,1,0,1,1,None
4838,358.3,4507,7127,1900,2433,1302,1.5,5,2,1,0,1,0,None
4839,439.5,5528,8027,1957,2410,1266,1.0,7,3,1,1,1,1,None
4840,380.2,4782,5900,1950,2532,1306,1.5,9,3,2,1,1,1,None
4841,394.2,4959,6971,1935,3024,1920,2.0,7,3,1,1,1,1,None
4842,357.1,4492,5834,1950,2332,1568,2.0,7,3,1,1,1,1,Recent
4843,648.4,8156,7125,1910,5048,2726,2.0,10,4,3,1,1,2,Recent
4844,672.6,8461,14282,1880,5062,2822,2.0,11,5,1,2,1,2,None
4845,525.62,6612,4730,1910,4662,2852,2.0,10,4,2,1,1,1,Recent
4846,397.3,4998,5000,1920,2864,1752,2.0,8,3,1,1,1,0,None
4847,366.5,4610,7125,1957,2200,1361,1.0,7,3,1,1,1,1,None
4848,382.0,4805,4750,1885,4115,2214,1.5,7,3,1,1,1,1,None
4849,580.2,7298,4750,1913,5250,2862,2.0,8,5,3,0,1,1,Old
4850,347.2,4367,5000,1925,2316,1365,2.0,7,3,1,0,1,1,None
4851,441.6,5555,5000,1924,3991,2262,2.0,7,3,1,1,1,1,Recent
4852,501.5,6308,6257,1938,3473,2020,2.0,8,3,2,1,1,1,Recent
4853,407.7,5128,5537,1925,2796,1825,2.0,8,4,1,1,1,0,Old
4854,400.8,5042,5500,1920,3092,1702,2.0,8,4,1,1,1,1,None
4855,427.3,5375,6120,1920,3866,2168,2.0,10,3,1,1,1,1,None
4856,483.3,6079,7013,1920,4049,2270,2.0,8,5,2,1,1,1,None
4857,325.4,4093,4080,1950,2577,1169,1.0,6,2,2,0,1,1,Recent
4858,397.8,5004,6050,1921,2772,1770,2.0,7,4,1,0,1,1,None
4859,463.2,5827,5846,1935,2652,1752,2.0,7,3,1,0,1,1,None
4860,495.7,6235,8187,1946,2902,1791,2.0,7,4,2,1,1,1,None
4861,610.0,7673,7148,1930,4555,2451,2.0,7,3,1,1,1,1,None
4862,314.6,3957,3410,1969,1907,1080,2.0,6,3,1,1,1,1,None
4863,445.8,5608,5500,1920,2650,1596,2.0,9,4,1,1,1,0,None
4864,481.8,6061,7640,1920,3267,1998,2.0,8,4,1,1,1,1,None
4865,547.2,6883,12029,1950,5258,3325,1.0,7,4,3,1,1,1,None
4866,395.7,4977,4875,1920,2746,1768,2.0,7,3,1,1,1,1,None
4867,332.5,4182,5090,1905,3360,1933,2.0,9,6,1,1,1,0,None
4868,358.1,4504,5000,1920,2285,1520,2.0,8,3,1,0,1,1,None
4869,551.9,6942,7550,1880,3587,2286,2.0,6,3,1,0,1,1,Old
4870,415.1,5221,5296,1940,2673,1394,1.5,8,3,1,1,1,1,Recent
4871,451.4,5678,5250,1923,3140,1423,1.5,6,3,1,1,1,1,None
4872,362.8,4564,6250,1920,3522,1788,1.5,6,2,1,1,1,1,None
4873,353.6,4448,4369,1950,2464,1325,1.0,6,3,1,1,1,1,None
4874,409.9,5156,6930,1940,2704,1608,2.0,6,3,1,1,1,1,None
4875,393.7,4952,7005,1935,2922,1500,2.0,7,3,1,1,1,1,None
4876,415.5,5226,7797,1940,2472,1380,2.0,6,3,1,1,1,2,None
4877,393.8,4954,5000,1940,2540,1456,2.0,6,3,1,1,1,0,Recent
4878,426.6,5366,5000,1924,3456,1602,1.0,8,4,2,0,1,1,None
4879,580.7,7305,6050,1925,3418,2117,2.0,7,4,2,0,1,1,Recent
4880,408.8,5142,6535,1935,2748,1544,2.0,7,3,1,0,1,1,None
4881,354.4,4458,4750,1914,1963,1274,2.0,6,3,1,0,1,1,None
4882,540.2,6795,5835,2001,4338,2419,2.0,7,3,1,1,1,1,None
4883,339.6,4272,6657,1953,2636,1232,1.0,6,3,1,1,1,1,None
4884,399.5,5025,4830,1898,3130,1978,2.0,8,4,2,0,1,1,None
4885,530.5,6673,5500,1938,3025,1791,2.0,7,3,1,1,1,1,None
4886,353.9,4452,6269,1955,2880,1320,1.0,5,2,1,0,1,0,None
4887,556.9,7005,12765,1956,3356,1550,1.0,8,3,1,2,1,1,None
4888,393.5,4950,7348,1940,2471,1568,2.0,7,3,1,1,1,1,None
4889,428.4,5389,6255,1940,2553,1494,2.0,7,3,1,1,1,1,None
4890,326.6,4108,5135,1940,2112,1056,1.0,5,2,1,0,1,1,None
4891,393.6,4951,5827,1920,3093,1726,2.0,6,4,1,1,1,0,None
4892,384.0,4830,5500,1920,2632,1656,2.0,7,3,1,0,1,1,None
4893,386.9,4867,5454,1925,2586,1576,2.0,8,3,1,0,1,1,None
4894,365.9,4603,4750,1925,2504,1536,2.0,7,3,1,0,1,1,None
4895,405.7,5103,5000,1925,2532,1380,2.0,6,3,1,1,1,1,None
4896,407.2,5122,6086,1957,2628,1820,1.0,7,3,1,1,1,1,None
4897,437.0,5497,4560,1890,3378,2039,2.0,8,4,1,1,1,1,None
4898,318.7,4009,4445,1955,2188,1080,1.0,5,3,2,0,1,1,None
4899,373.3,4696,5000,1904,2498,1456,2.0,6,3,1,1,1,1,None
4900,366.1,4605,5250,1920,2263,1396,2.0,7,4,1,1,1,1,None
4901,454.4,5716,8177,1920,3431,2091,2.0,7,3,1,0,1,1,None
4902,463.8,5834,6669,1940,2596,1536,2.0,7,3,1,1,1,1,None
4903,397.7,5003,7259,1933,2972,1710,2.0,6,3,1,1,1,0,None
4904,426.1,5360,4726,1880,2647,1706,2.0,7,4,1,1,1,0,None
4905,352.2,4430,5250,1923,2847,1423,1.5,5,2,1,1,1,1,None
4906,522.7,6575,7125,1900,3472,1886,2.0,7,3,1,0,1,1,None
4907,416.5,5239,6380,1925,2796,1716,2.0,8,4,1,1,1,1,None
4908,353.7,4449,6250,1928,2396,1320,2.0,6,3,1,0,1,1,None
4909,495.3,6230,4750,1930,3800,2187,2.0,8,4,1,1,1,0,Old
4910,393.8,4954,4750,1929,2258,1308,2.0,7,3,1,0,1,1,Recent
4911,341.5,4296,5915,1935,2738,1842,2.0,7,3,1,1,1,1,None
4912,394.9,4967,7000,1930,2379,1188,2.0,6,3,1,1,1,0,Recent
4913,613.1,7712,7254,2004,4516,2415,2.0,9,4,2,1,1,1,None
4914,404.5,5088,6920,1947,3438,1547,1.5,6,3,1,1,1,1,None
4915,361.9,4552,5000,1960,2978,1518,1.5,6,3,1,1,1,1,Recent
4916,370.8,4664,5000,1940,2514,1354,1.5,6,3,1,1,1,1,None
4917,375.0,4717,5000,1930,2874,1724,2.0,6,3,1,0,1,0,None
4918,485.1,6102,7700,1925,2615,1736,2.0,7,3,1,0,1,1,Recent
4919,442.5,5566,6000,1930,3083,1985,2.0,9,3,1,0,1,0,None
4920,386.6,4863,5000,1920,2802,1512,2.0,7,3,1,1,1,1,None
4921,387.8,4878,5250,1920,2227,1500,2.0,7,3,1,1,1,1,None
4922,608.0,7648,4590,2005,5615,2611,2.0,9,4,2,1,1,1,None
4923,409.7,5154,7643,1954,2965,1668,1.0,7,3,1,1,1,1,None
4924,403.9,5081,5500,1930,3221,1880,2.0,7,3,1,1,1,1,None
4925,359.9,4527,6143,1940,2629,1188,1.0,6,3,1,1,1,1,None
4926,381.3,4796,5160,1930,2731,1564,2.0,7,4,1,1,1,0,Recent
4927,405.8,5104,5500,1930,2932,1636,2.0,7,4,1,0,1,1,Old
4928,461.2,5801,5000,1925,3423,1816,2.0,9,3,1,1,1,1,None
4929,524.4,6596,7219,1927,3437,1920,2.0,5,3,1,2,1,1,None
4930,425.4,5351,5500,1910,3231,1940,2.0,7,4,1,1,1,1,None
4931,519.7,6537,5700,1885,3876,2246,2.0,10,5,1,1,1,0,None
4932,346.9,4364,5000,1920,2372,1396,2.0,7,3,1,1,1,1,None
4933,378.7,4764,5454,1920,2695,1608,2.0,7,3,1,1,1,1,None
4934,426.2,5361,5876,1935,2965,1801,2.0,7,3,1,1,1,1,Recent
4935,459.5,5780,6000,1930,2998,1665,2.0,7,3,2,0,1,1,Recent
4936,472.2,5940,10370,1930,3980,1813,1.0,7,3,1,2,1,1,None
4937,438.9,5521,6250,1920,3006,2064,2.0,7,3,2,1,1,1,Old
4938,319.6,4020,6827,1959,2486,1055,1.0,5,2,1,0,1,1,None
4939,401.2,5047,5250,1929,2772,1732,2.0,7,3,1,1,1,1,None
4940,379.7,4776,7000,1930,2907,1850,2.0,8,3,1,0,1,0,None
4941,396.7,4990,6000,1929,2604,1720,2.0,7,3,1,0,1,1,None
4942,385.0,4843,5000,1890,2476,1523,2.0,7,4,1,1,1,1,None
4943,329.7,4147,4305,1950,2508,1123,1.0,6,3,2,0,1,1,None
4944,374.2,4707,3910,1965,2176,1605,1.0,6,2,2,0,1,1,Recent
4945,401.7,5053,8545,1925,2864,1476,2.0,6,3,1,0,1,0,None
4946,352.1,4429,5000,1920,2190,1266,2.0,6,3,1,0,1,1,None
4947,419.6,5278,6000,1929,2786,1778,2.0,7,3,1,1,1,1,Old
4948,394.8,4966,8279,1950,3200,1425,1.0,8,3,1,1,1,2,None
4949,390.3,4909,5500,1930,2986,1710,2.0,7,3,1,1,1,0,None
4950,470.4,5917,7402,1950,3120,1634,1.0,6,3,1,1,1,1,Recent
4951,297.8,3746,5160,1954,2255,1008,1.0,6,2,1,0,1,1,None
4952,368.6,4636,5434,1910,2373,1332,2.0,7,4,1,1,1,0,None
4953,417.7,5254,6254,1938,2466,1574,2.0,7,3,1,1,1,1,Recent
4954,307.1,3863,5835,1957,2418,1306,1.5,7,3,1,1,1,0,None
4955,348.1,4379,7068,1950,2472,1123,1.0,7,2,1,0,1,1,None
4956,409.2,5147,5500,1966,2340,1500,2.0,6,3,1,1,1,1,None
4957,410.8,5167,5465,1925,3205,1806,2.0,7,3,1,1,1,1,None
4958,423.8,5331,7124,1936,2852,1578,2.0,7,3,1,1,1,1,Recent
4959,282.2,3550,7000,1954,1608,768,1.0,4,2,1,0,1,1,None
4960,710.2,8934,10500,1892,5124,2908,2.0,10,5,4,0,1,1,Recent
4961,458.4,5766,4620,1910,3346,1921,2.0,8,4,2,0,1,1,Recent
4962,359.8,4526,7064,1959,2106,992,1.0,5,2,1,0,1,1,None
4963,412.3,5186,4750,1920,3854,2184,2.0,8,4,1,1,1,1,Old
4964,408.9,5143,4750,1890,4028,2207,2.0,8,4,1,0,1,1,Recent
4965,341.1,4291,5000,1920,3159,1468,1.0,5,2,1,0,1,1,None
4966,484.4,6093,5000,1925,2516,1521,2.0,7,3,1,1,1,1,None
4967,471.6,5932,8652,1935,3212,2072,2.0,7,3,1,1,1,1,Recent
4968,406.0,5107,7660,1950,2252,960,1.0,12,2,1,0,1,1,None
4969,306.3,3853,3668,1920,1532,972,2.0,5,2,1,0,1,1,None
4970,429.2,5399,5675,1938,3055,1912,2.0,7,3,1,1,1,1,None
4971,598.8,7532,4750,1911,4737,2563,2.0,9,6,2,1,1,1,Recent
4972,370.5,4660,6000,1925,2509,1520,2.0,6,3,1,1,1,1,None
4973,446.7,5619,7498,1946,2860,1680,1.5,8,4,1,1,1,1,None
4974,391.8,4928,6020,1962,2510,1470,1.0,7,3,1,1,1,1,None
4975,384.0,4830,5777,1958,2610,1284,1.0,5,2,1,1,1,2,None
4976,375.8,4727,5454,1920,2570,1552,2.0,9,3,1,1,1,1,None
4977,412.6,5190,5876,1938,3181,1971,2.0,8,4,1,1,1,1,None
4978,399.3,5023,7218,1930,2978,1692,2.0,7,3,1,1,1,0,None
4979,396.2,4984,4637,1898,3704,2020,2.0,8,4,1,0,1,0,None
4980,398.9,5018,5000,1953,2966,1812,2.0,8,4,2,0,1,0,None
4981,421.9,5307,5400,1920,2430,1424,2.0,7,3,2,1,1,1,None
4982,507.2,6380,7667,1964,3111,2389,1.0,7,3,1,2,1,1,None
4983,371.4,4672,4732,1957,2229,1066,1.0,5,2,1,1,1,1,None
4984,315.4,3967,8341,1950,2038,954,1.0,5,2,1,0,1,0,None
4985,351.7,4424,4650,1950,3424,1523,1.0,6,2,1,0,1,0,None
4986,398.1,5008,5000,1920,3270,1828,2.0,8,4,1,1,1,0,Old
4987,439.6,5530,9000,1923,2936,1888,2.0,7,3,1,0,1,1,None
4988,457.1,5750,6000,1930,3240,1928,2.0,8,3,1,1,1,1,None
4989,354.2,4455,5500,1940,1950,1188,2.0,6,3,1,0,1,1,None
4990,383.4,4823,5579,1913,2628,1479,2.0,7,4,1,1,1,0,None
4991,414.7,5216,6245,1920,3228,1950,2.0,7,3,1,0,1,1,None
4992,415.2,5223,6254,1935,2752,1929,2.0,7,3,1,1,1,1,None
4993,359.1,4517,6345,1950,2310,1080,1.0,6,3,1,1,1,0,None
4994,378.7,4764,4750,1920,2530,1318,1.5,6,3,1,1,1,1,None
4995,475.1,5976,5000,1923,3053,1761,2.0,7,3,1,2,1,0,Recent
4996,364.5,4585,7878,1950,2059,902,1.0,4,2,1,1,1,0,None
4997,371.5,4673,5250,1940,2277,1152,2.0,6,3,1,0,1,1,None
4998,352.6,4435,4750,1910,3332,1771,1.5,7,3,1,0,1,1,None
4999,308.2,3877,3694,1925,1690,1008,2.0,5,2,1,0,1,0,None
5000,380.4,4785,5841,1930,2654,1518,2.0,7,3,1,0,1,0,None
5001,354.7,4462,6250,1929,2222,1248,2.0,6,3,1,0,1,1,Old
5002,414.4,5213,6165,1930,3033,1831,2.0,7,3,1,1,1,1,None
5003,430.5,5415,8533,1920,2717,1614,2.0,7,3,1,1,1,0,None
5004,383.2,4820,5000,1927,3290,1615,1.5,5,2,1,0,1,0,None
5005,544.9,6854,5000,1907,3914,2095,2.0,8,4,3,1,1,1,Recent
5006,388.7,4889,6000,1930,2675,1737,2.0,6,3,1,0,1,1,None
5007,414.1,5209,7400,1919,2924,1712,2.0,7,3,1,0,1,1,None
5008,409.5,5151,4680,1895,3490,1890,2.0,6,2,2,1,1,0,None
5009,414.5,5214,4665,1896,4188,2302,2.0,8,3,1,1,2,0,None
5010,447.8,5633,5353,1904,3250,1872,2.0,7,3,1,1,1,1,Recent
5011,380.4,4785,5982,1930,2809,1550,2.0,6,3,1,0,1,0,None
5012,475.7,5984,6400,1950,4107,2293,1.5,9,4,2,0,1,1,Old
5013,375.8,4727,7889,1950,2694,1190,1.0,6,3,1,0,1,0,None
5014,473.2,5952,5400,1920,3385,1880,2.0,7,3,2,0,1,1,Recent
5015,378.2,4757,5985,1958,2344,1112,1.0,5,2,1,1,1,1,None
5016,344.6,4335,5500,1940,1782,1188,2.0,7,3,1,0,1,1,None
5017,419.1,5272,5115,1930,3183,1858,2.0,7,4,1,1,1,0,None
5018,421.7,5304,6100,1920,2880,1842,2.0,8,4,1,2,1,1,None
